label,message
0,probably gonna swing wee bit
0,ltgt min stop somewhere first
0,nobody decide eat dad want chinese
0,dont want hear philosophy say happen
0,oh ho first time u use type word
0,callsmessagesmissed call
0,ryder unsoldnow gibbs
0,hello beautiful r u ok ive kinda ad row wiv walked pub wanted night wiv u miss u
0,going sao mu today done
0,nw came hme da
0,guess useless calling u something important
0,ok c u
0,dont understand message
0,convey regard
0,thanks lot wish birthday thanks making birthday truly memorable
0,eek thats lot time especially since american pie like minute long cant stop singing
0,sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish
0,keep seeing weird shit bein woah realising actually reasonable im oh
0,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly
0,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im
0,boy late home father power frndship
0,oh getting even u u
0,consider wall bunker shit important never play peaceful guess place high enough dont matter
0,get dump heap mom decided come lowes boring
1,free ring tone text polys every week get new tone yr â£wk
0,alright well bring see like ltgt min
1,congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss
0,lara said loan ltgt
0,supervisor find one lor thk student havent ask yet tell u aft ask
0,call
0,still game
0,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hug snogs
1,urgent mobile xxxxxxxxx â£ bonus caller prize nd attempt reach call asap boxnqp ppm
0,love u babe r u sure everything alrite idiot txt bak girlie
0,ok pa nothing problem
1,get lion england tone reply lionm mono lionp poly go wwwringtonescouk original n best tone gbp network operator rate apply
0,im home doc gave pain med say everything fine
0,hey gal anyone u going e driving centre tmr
0,im chennai velachery
0,thx well month
0,co lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
0,whatsup dont u want sleep
0,also fuck family going rhode island wherever fuck leaving alone week new bong gt
0,date sunday
0,plane give month end
0,dont gimme lip caveboy
1,free video camera phone half price line rental mths cross ntwk min txts call mobileupd calloptout
0,either way work ltgt year old hope doesnt bother
0,unni thank dear rechargerakhesh
0,much buzy
0,dont forget though love walk beside watching keeping heart warm
0,love aathilove u lot
0,sbut luck catch put
0,yo howz u girl never rang india l
0,sister cleared two round birla soft yesterday
1,thanks ringtone order reference number x mobile charged tone arrive please call customer service colourredtextcolourtxtstar
0,anything valuable situation first getting second loosing
0,got job wiproyou get every thing life year
0,good afternoon babe go day job prospect yet miss love sigh
0,cant pick phone right pls send message
0,apart one told yesterday
1,current leading bid pause auction send customer care
1,urgent nd attempt contact u â£ prize yesterday still awaiting collection claim call aclpm
0,thats cool sometimes slow gentle sonetimes rough hard
0,hey iouri gave number im wylie ryans friend
0,couldnt say dying man feel sad go wanted know would probably gone late night
0,kgive back thanks
0,seriously tell exact word right
0,ummmmmaah many many happy return day dear sweet heart happy birthday dear
0,smith waste dai wanna gayle
0,gorgeous keep pix cumming thank
0,de looking good
0,like made throw smoking friend car one time awesome
0,im meeting call later
0,im glad following dream
0,yup ã¼ comin
0,nicenicehow working
1,block breaker come deluxe format new feature great graphic tmobile buy â£ replying get bbdeluxe take challenge
0,eh sorry leh din c ur msg sad already lar watching tv u still office
0,tomarrow want got court ltdecimalgt come bus stand
0,dad say hurry hell
0,lol u still feeling sick
0,guess pub im im happy pig clover whatever saying
0,hello madam
0,sorry roommate took forever ok come
0,please leave topicsorry telling
0,quite ok bit ex u better go eat smth else ill feel guilty
1,please call immediately urgent message waiting
1,sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook
1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friend ptone reply hl info
1,chosen receive â£ award pls call claim number collect award selected receive valued mobile customer
0,isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espell cared missed amp irritated u wrd dearloving frnds wthout u cant live jst takecare goodmorning
0,alright babe justthought iâd sayhey u doinnearly endof wk offdam nevamindwe hook sn uwant lovejen x
0,ugh dont wanna get bed warm
0,kallis ready bat nd inning
1,get garden ready summer free selection summer bulb seed worth â£ scotsman saturday stop go notxtcouk
0,cool text youre parked
0,hey anyway
0,problem
1,loan purpose â£ â£ homeowner tenant welcome previously refused still help call free text back help
0,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
0,thats one issue california okay snow manageable
1,currently message awaiting collection collect message call
0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
0,yeah like go like friend imma flip shit like half hour
0,id onluy matter getting offcampus
0,agree stop thinkin ipad please ask macho question
0,convey regard
0,hi jess dont know work call u im home eve xxx
0,ive sent ã¼ part
1,someone conacted dating service entered phone fancy youto find call landline poboxntf
0,thats shame maybe cld meet hr tomo
0,wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened
0,yesim office da
1,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sound gbpweek tc apply
0,uncle g checking rewarding month
0,one teach ship car
0,got arrested possession shit lttimegt pm
0,u talking
0,kkgoodstudy well
0,u lousy run already come back half dead hee
1,valued vodafone customer computer picked win â£ prize collect easy call
0,ok bag
0,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
0,many time told stage use laugh listen aha
0,sir waiting call
1,winner u specially selected receive â£ cash holiday flight inc speak live operator claim
0,busy trying finish new year looking forward finally meeting
0,langport sorry ill probably bed pm suck ill xmas gosri lanka
0,howz person story
0,made eta taunton planned hope thatâs still okday good see xx
1,nd time tried contact u u â£ pound prize claim easy call p per minute btnationalrate
0,one week leave put know time
1,bank granite issue strongbuy explosive pick member nasdaq symbol cdgt per
0,want send something sell fast ltgt k easy money
1,ur awarded city break could win â£ summer shopping spree every wk txt store skilgme tscswinawkage â£perwksub
1,urgent mobile awarded â£ bonus caller prize final attempt contact u call
0,cinema plus drink appeal tomo fr thriller director like mac
0,kkhow training process
0,checking really miss seeing jeremiah great month
0,great getting worried know wonderful caring person like best life know u r wonderful god love
0,he really skateboarding despite fact get thrown wind bandage shit arm every five minute
0,leave
0,understand loss gain work school
0,th july
0,dont know support as srt thnk think p play usb
0,per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune
0,forgot ask ã¼ smth there card da present lei ã want write smth sign
1,ampm cost p
0,yeah got one lined u
0,imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
0,hi mom might back later ltgt
0,well watch shrek db
0,hey babe far spunout spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
0,back brum thanks putting u keeping u happy see soon
1,tell u call claim â£ prize u enter ur mobile personal detail prompt careful
0,ok good making money
0,gonna get rimac access
0,nah cant help ive never iphone
0,im going bath msg next ltgt min
1,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt tc
0,boy made fun today ok problem sent one message fun
0,dunno dad said coming home bring u lunch yup go w u lor call u reach school lor
0,sorry ill call later
0,really hows master
0,yup already thanx printing n handing
0,tell friend plan valentine day lturlgt
0,dude go sup
0,im tired arguing week week want ill
0,ne thing interesting good birthday u wrking nxt started uni today
1,big brother alert computer selected u k cash voucher call ntt po box cro bt landline cost ppm mobile vary
0,k make sense btw carlos difficult guy gonna smoke go pick second batch get gas
0,lor
0,yar quite clever aft many guess lor got ask bring thk darren willing go aiya thk leona still attach wat
0,size elephant tablet u shove um ur as
0,dunno lei thk mum lazy go neva ask yet
0,jus finished avatar nigro
0,lovely night wake see message hope smile knowing great morning
0,ok lor wat time ã¼ finish
0,dude sux snake got old raiden got buff
0,derp worse dude always want party dude file complaint three drug abuser life
